Date,Open,High,Low,Close
7/29/2016,"8,668.30","8,670.35","8,631.15","8,668.30"
7/28/2016,"8,636.95","8,674.70","8,625.25","8,636.95"
7/27/2016,"8,599.40","8,665.00","8,572.05","8,599.40"
7/26/2016,"8,633.75","8,644.90","8,577.15","8,633.75"
7/25/2016,"8,519.95","8,641.15","8,517.20","8,519.95"
7/22/2016,"8,519.65","8,548.95","8,489.80","8,519.65"
7/21/2016,"8,582.70","8,585.25","8,503.45","8,582.70"
7/20/2016,"8,515.45","8,569.90","8,512.55","8,515.45"
7/19/2016,"8,514.30","8,540.05","8,476.70","8,514.30"
7/18/2016,"8,564.05","8,587.10","8,494.35","8,564.05"
7/15/2016,"8,565.45","8,594.80","8,510.05","8,565.45"
7/14/2016,"8,515.75","8,571.40","8,500.70","8,515.75"
7/13/2016,"8,540.45","8,550.25","8,493.55","8,540.45"
7/12/2016,"8,502.60","8,526.60","8,479.20","8,502.60"
7/11/2016,"8,413.35","8,475.25","8,407.05","8,413.35"
7/8/2016,"8,350.00","8,353.30","8,287.55","8,350.00"
7/7/2016,"8,342.00","8,361.95","8,317.70","8,342.00"
7/5/2016,"8,379.30","8,381.45","8,319.95","8,379.30"
7/4/2016,"8,376.75","8,398.45","8,364.70","8,376.75"
7/1/2016,"8,313.05","8,356.75","8,308.65","8,313.05"
6/30/2016,"8,260.25","8,308.15","8,242.10","8,260.25"
6/29/2016,"8,173.10","8,212.40","8,157.65","8,173.10"
6/28/2016,"8,096.05","8,146.35","8,086.85","8,096.05"
6/27/2016,"8,039.35","8,120.65","8,039.35","8,039.35"
6/24/2016,"8,029.10","8,100.70","7,927.05","8,029.10"
6/23/2016,"8,201.15","8,285.60","8,188.30","8,201.15"
6/22/2016,"8,213.65","8,238.35","8,153.25","8,213.65"
6/21/2016,"8,255.40","8,257.25","8,202.15","8,255.40"
6/20/2016,"8,115.75","8,244.15","8,107.35","8,115.75"
6/17/2016,"8,176.65","8,195.25","8,135.80","8,176.65"
6/16/2016,"8,180.65","8,180.65","8,074.45","8,180.65"
6/15/2016,"8,139.40","8,213.20","8,123.15","8,139.40"
6/14/2016,"8,134.40","8,134.95","8,069.50","8,134.40"
6/13/2016,"8,102.25","8,125.25","8,063.90","8,102.25"
6/10/2016,"8,180.25","8,265.60","8,162.85","8,180.25"
6/9/2016,"8,273.35","8,273.35","8,184.60","8,273.35"
6/8/2016,"8,285.50","8,288.90","8,252.05","8,285.50"
6/7/2016,"8,235.55","8,294.95","8,216.40","8,235.55"
6/6/2016,"8,228.75","8,234.70","8,186.05","8,228.75"
6/3/2016,"8,246.20","8,262.00","8,209.85","8,246.20"
6/2/2016,"8,156.90","8,229.50","8,154.75","8,156.90"
6/1/2016,"8,179.20","8,215.35","8,171.05","8,179.20"
5/31/2016,"8,209.85","8,213.60","8,134.30","8,209.85"
5/30/2016,"8,166.50","8,200.00","8,150.80","8,166.50"
5/27/2016,"8,081.95","8,164.20","8,077.05","8,081.95"
5/26/2016,"7,974.45","8,083.00","7,948.50","7,974.45"
5/25/2016,"7,811.80","7,941.20","7,809.30","7,811.80"
5/24/2016,"7,738.05","7,761.55","7,715.80","7,738.05"
5/23/2016,"7,813.95","7,820.60","7,722.20","7,813.95"
5/20/2016,"7,792.20","7,812.40","7,735.75","7,792.20"
5/19/2016,"7,875.50","7,876.20","7,766.80","7,875.50"
5/18/2016,"7,846.75","7,882.05","7,810.75","7,846.75"
5/17/2016,"7,896.85","7,940.10","7,879.70","7,896.85"
5/16/2016,"7,831.20","7,873.90","7,772.15","7,831.20"
5/13/2016,"7,881.00","7,881.00","7,784.20","7,881.00"
5/12/2016,"7,871.45","7,916.05","7,849.65","7,871.45"
5/11/2016,"7,804.65","7,893.10","7,780.90","7,804.65"
5/10/2016,"7,873.55","7,896.90","7,837.70","7,873.55"
5/9/2016,"7,755.25","7,873.65","7,753.55","7,755.25"
5/6/2016,"7,717.65","7,738.90","7,678.35","7,717.65"
5/5/2016,"7,731.00","7,777.55","7,706.85","7,731.00"
5/4/2016,"7,724.15","7,749.00","7,697.25","7,724.15"
5/3/2016,"7,824.80","7,890.25","7,735.15","7,824.80"
5/2/2016,"7,822.70","7,829.80","7,777.30","7,822.70"
4/29/2016,"7,844.25","7,889.05","7,788.70","7,844.25"
4/28/2016,"7,967.40","7,992.00","7,834.45","7,967.40"
4/27/2016,"7,942.00","7,991.00","7,940.55","7,942.00"
4/26/2016,"7,828.15","7,974.50","7,822.55","7,828.15"
4/25/2016,"7,894.80","7,911.00","7,827.00","7,894.80"
4/22/2016,"7,891.80","7,923.35","7,873.35","7,891.80"
4/21/2016,"7,953.65","7,978.45","7,884.10","7,953.65"
4/20/2016,"7,950.05","7,950.40","7,877.55","7,950.05"
4/18/2016,"7,908.15","7,920.60","7,842.75","7,908.15"
4/13/2016,"7,777.15","7,864.80","7,772.20","7,777.15"
4/12/2016,"7,669.25","7,717.40","7,663.35","7,669.25"
4/11/2016,"7,577.80","7,678.80","7,516.85","7,577.80"
4/8/2016,"7,542.35","7,569.35","7,526.70","7,542.35"
4/7/2016,"7,630.40","7,630.75","7,535.85","7,630.40"
4/6/2016,"7,636.05","7,638.65","7,591.75","7,636.05"
4/5/2016,"7,736.30","7,736.30","7,588.65","7,736.30"
4/4/2016,"7,733.15","7,764.45","7,704.40","7,733.15"
4/1/2016,"7,718.05","7,740.15","7,666.10","7,718.05"
3/31/2016,"7,727.65","7,777.60","7,702.00","7,727.65"
3/30/2016,"7,651.10","7,741.95","7,643.45","7,651.10"
3/29/2016,"7,606.55","7,652.90","7,582.25","7,606.55"
3/28/2016,"7,741.00","7,749.40","7,587.70","7,741.00"
3/23/2016,"7,717.45","7,726.85","7,670.60","7,717.45"
3/22/2016,"7,695.55","7,728.20","7,643.80","7,695.55"
3/21/2016,"7,619.20","7,713.55","7,617.70","7,619.20"
3/18/2016,"7,534.65","7,613.60","7,517.90","7,534.65"
3/17/2016,"7,557.40","7,585.30","7,479.40","7,557.40"
3/16/2016,"7,457.05","7,508.00","7,405.15","7,457.05"
3/15/2016,"7,535.85","7,545.20","7,452.80","7,535.85"
3/14/2016,"7,542.60","7,583.70","7,515.05","7,542.60"
3/11/2016,"7,484.85","7,543.95","7,460.60","7,484.85"
3/10/2016,"7,545.35","7,547.10","7,447.40","7,545.35"
3/9/2016,"7,436.10","7,539.00","7,424.30","7,436.10"
3/8/2016,"7,486.40","7,527.15","7,442.15","7,486.40"
3/4/2016,"7,505.40","7,505.90","7,444.10","7,505.40"
3/3/2016,"7,429.55","7,483.95","7,406.05","7,429.55"
3/2/2016,"7,321.70","7,380.35","7,308.15","7,321.70"
3/1/2016,"7,038.25","7,235.50","7,035.10","7,038.25"
2/29/2016,"7,050.45","7,094.60","6,825.80","7,050.45"
2/26/2016,"7,039.30","7,052.90","6,985.10","7,039.30"
2/25/2016,"7,029.85","7,034.20","6,961.40","7,029.85"
2/24/2016,"7,075.00","7,090.80","7,009.75","7,075.00"
2/23/2016,"7,240.30","7,241.70","7,090.70","7,240.30"
2/22/2016,"7,208.85","7,252.40","7,200.70","7,208.85"
2/19/2016,"7,170.55","7,226.85","7,145.95","7,170.55"
2/18/2016,"7,177.40","7,215.10","7,127.85","7,177.40"
2/17/2016,"7,058.85","7,123.70","6,960.65","7,058.85"
2/16/2016,"7,201.25","7,204.65","7,037.70","7,201.25"
2/15/2016,"7,057.35","7,182.80","7,056.80","7,057.35"
2/12/2016,"7,023.65","7,034.80","6,869.00","7,023.65"
2/11/2016,"7,203.60","7,208.65","6,959.95","7,203.60"
2/10/2016,"7,264.30","7,271.85","7,177.75","7,264.30"
2/9/2016,"7,303.95","7,323.45","7,275.15","7,303.95"
2/8/2016,"7,489.70","7,512.55","7,363.20","7,489.70"
2/5/2016,"7,418.25","7,503.15","7,406.65","7,418.25"
2/4/2016,"7,411.45","7,457.05","7,365.95","7,411.45"
2/3/2016,"7,392.45","7,419.40","7,350.30","7,392.45"
2/2/2016,"7,566.65","7,576.30","7,428.05","7,566.65"
2/1/2016,"7,589.50","7,600.45","7,541.25","7,589.50"
1/29/2016,"7,413.35","7,575.65","7,402.80","7,413.35"
1/28/2016,"7,426.50","7,468.85","7,409.60","7,426.50"
1/27/2016,"7,469.60","7,477.90","7,419.70","7,469.60"
1/25/2016,"7,468.75","7,487.15","7,421.20","7,468.75"
1/22/2016,"7,355.70","7,433.40","7,327.60","7,355.70"
1/21/2016,"7,376.65","7,398.70","7,250.00","7,376.65"
1/20/2016,"7,357.00","7,470.90","7,241.50","7,357.00"
1/19/2016,"7,381.80","7,462.75","7,364.15","7,381.80"
1/18/2016,"7,420.35","7,463.65","7,336.40","7,420.35"
1/15/2016,"7,561.65","7,566.50","7,427.30","7,561.65"
1/14/2016,"7,467.40","7,604.80","7,443.80","7,467.40"
1/13/2016,"7,557.90","7,590.95","7,425.80","7,557.90"
1/12/2016,"7,587.20","7,588.30","7,487.80","7,587.20"
1/11/2016,"7,527.45","7,605.10","7,494.35","7,527.45"
1/8/2016,"7,611.65","7,634.10","7,581.05","7,611.65"
1/7/2016,"7,673.35","7,674.95","7,556.60","7,673.35"
1/6/2016,"7,788.05","7,800.95","7,721.20","7,788.05"
1/5/2016,"7,828.40","7,831.20","7,763.25","7,828.40"
1/4/2016,"7,924.55","7,937.55","7,781.10","7,924.55"
1/1/2016,"7,938.45","7,972.55","7,909.80","7,938.45"
12/31/2015,"7,897.80","7,955.55","7,891.15","7,897.80"
12/30/2015,"7,938.60","7,944.75","7,889.85","7,938.60"
12/29/2015,"7,929.20","7,942.15","7,902.75","7,929.20"
12/28/2015,"7,863.20","7,937.20","7,863.00","7,863.20"
12/24/2015,"7,888.75","7,888.75","7,835.50","7,888.75"
12/23/2015,"7,830.45","7,871.45","7,826.10","7,830.45"
12/22/2015,"7,829.40","7,846.30","7,776.85","7,829.40"
12/21/2015,"7,745.65","7,840.75","7,733.45","7,745.65"
12/18/2015,"7,828.90","7,836.15","7,753.35","7,828.90"
12/17/2015,"7,783.05","7,852.90","7,737.55","7,783.05"
12/16/2015,"7,725.25","7,776.60","7,715.75","7,725.25"
12/15/2015,"7,659.15","7,705.00","7,625.10","7,659.15"
12/14/2015,"7,558.20","7,663.95","7,551.05","7,558.20"
12/11/2015,"7,699.60","7,703.05","7,575.30","7,699.60"
12/10/2015,"7,643.30","7,691.95","7,610.00","7,643.30"
12/9/2015,"7,695.50","7,702.85","7,606.90","7,695.50"
12/8/2015,"7,738.50","7,771.25","7,685.45","7,738.50"
12/7/2015,"7,816.55","7,825.40","7,746.05","7,816.55"
12/4/2015,"7,817.60","7,821.40","7,775.70","7,817.60"
12/3/2015,"7,902.30","7,912.30","7,853.30","7,902.30"
12/2/2015,"7,976.70","7,979.30","7,910.80","7,976.70"
12/1/2015,"7,958.15","7,972.15","7,934.15","7,958.15"
11/30/2015,"7,936.25","7,966.00","7,922.80","7,936.25"
11/27/2015,"7,910.60","7,959.30","7,879.45","7,910.60"
11/26/2015,"7,837.15","7,897.10","7,832.00","7,837.15"
11/24/2015,"7,837.00","7,870.35","7,812.65","7,837.00"
11/23/2015,"7,869.50","7,877.50","7,825.20","7,869.50"
11/20/2015,"7,841.90","7,906.95","7,817.80","7,841.90"
11/19/2015,"7,788.50","7,854.90","7,765.45","7,788.50"
11/18/2015,"7,823.15","7,843.40","7,725.05","7,823.15"
11/17/2015,"7,848.75","7,860.45","7,793.00","7,848.75"
11/16/2015,"7,732.95","7,838.85","7,714.15","7,732.95"
11/13/2015,"7,762.45","7,775.10","7,730.90","7,762.45"
11/11/2015,"7,838.80","7,847.95","7,819.10","7,838.80"
11/10/2015,"7,877.60","7,885.10","7,772.85","7,877.60"
11/9/2015,"7,788.25","7,937.75","7,771.70","7,788.25"
11/6/2015,"7,956.55","8,002.65","7,926.15","7,956.55"
11/5/2015,"8,030.35","8,031.20","7,944.10","8,030.35"
11/4/2015,"8,104.90","8,116.10","8,027.30","8,104.90"
11/3/2015,"8,086.35","8,100.35","8,031.75","8,086.35"
11/2/2015,"8,054.55","8,060.70","7,995.60","8,054.55"
10/30/2015,"8,123.55","8,146.10","8,044.40","8,123.55"
10/29/2015,"8,175.45","8,179.60","8,098.00","8,175.45"
10/28/2015,"8,188.90","8,209.10","8,131.80","8,188.90"
10/27/2015,"8,230.35","8,241.95","8,217.05","8,230.35"
10/26/2015,"8,333.65","8,336.30","8,252.05","8,333.65"
10/23/2015,"8,308.25","8,328.10","8,280.75","8,308.25"
10/21/2015,"8,258.35","8,294.40","8,217.15","8,258.35"
10/20/2015,"8,280.30","8,294.05","8,229.20","8,280.30"
10/19/2015,"8,262.55","8,283.05","8,239.20","8,262.55"
10/16/2015,"8,193.65","8,246.40","8,147.65","8,193.65"
10/15/2015,"8,134.35","8,190.55","8,129.80","8,134.35"
10/14/2015,"8,102.40","8,139.30","8,096.35","8,102.40"
10/13/2015,"8,121.95","8,150.25","8,088.60","8,121.95"
10/12/2015,"8,231.50","8,244.50","8,128.20","8,231.50"
10/9/2015,"8,186.35","8,232.20","8,139.65","8,186.35"
10/8/2015,"8,196.75","8,196.75","8,105.85","8,196.75"
10/7/2015,"8,146.20","8,188.90","8,132.90","8,146.20"
10/6/2015,"8,180.45","8,180.95","8,096.50","8,180.45"
10/5/2015,"8,005.10","8,128.90","8,005.10","8,005.10"
10/1/2015,"7,992.05","8,008.25","7,930.65","7,992.05"
9/30/2015,"7,924.25","7,957.70","7,874.50","7,924.25"
9/29/2015,"7,725.70","7,926.55","7,691.20","7,725.70"
9/28/2015,"7,892.80","7,893.95","7,787.95","7,892.80"
9/24/2015,"7,838.40","7,894.50","7,804.10","7,838.40"
9/23/2015,"7,737.35","7,882.90","7,723.25","7,737.35"
9/22/2015,"8,014.80","8,021.60","7,787.75","8,014.80"
9/21/2015,"7,911.50","7,987.90","7,908.35","7,911.50"
9/18/2015,"7,967.45","8,055.00","7,955.85","7,967.45"
9/16/2015,"7,886.85","7,913.90","7,853.30","7,886.85"
9/15/2015,"7,867.35","7,880.00","7,799.75","7,867.35"
9/14/2015,"7,811.10","7,879.95","7,761.85","7,811.10"
9/11/2015,"7,833.80","7,864.85","7,759.90","7,833.80"
9/10/2015,"7,729.05","7,819.85","7,678.50","7,729.05"
9/9/2015,"7,805.85","7,846.05","7,764.55","7,805.85"
9/8/2015,"7,587.70","7,720.90","7,539.50","7,587.70"
9/7/2015,"7,685.85","7,705.05","7,545.90","7,685.85"
9/4/2015,"7,803.40","7,804.90","7,626.85","7,803.40"
9/3/2015,"7,774.45","7,845.60","7,754.05","7,774.45"
9/2/2015,"7,856.65","7,862.55","7,699.25","7,856.65"
9/1/2015,"7,907.95","7,929.10","7,746.50","7,907.95"
8/31/2015,"8,009.25","8,043.60","7,947.95","8,009.25"
8/28/2015,"8,053.70","8,091.80","7,961.65","8,053.70"
8/27/2015,"7,921.60","7,963.60","7,862.30","7,921.60"
8/26/2015,"7,865.25","7,930.05","7,777.10","7,865.25"
8/25/2015,"7,895.40","7,925.40","7,667.25","7,895.40"
8/24/2015,"8,055.95","8,060.05","7,769.40","8,055.95"
8/21/2015,"8,305.40","8,322.20","8,225.05","8,305.40"
8/20/2015,"8,471.05","8,501.35","8,359.75","8,471.05"
8/19/2015,"8,468.05","8,520.45","8,425.95","8,468.05"
8/18/2015,"8,505.85","8,525.75","8,433.60","8,505.85"
8/17/2015,"8,530.50","8,530.60","8,428.05","8,530.50"
8/14/2015,"8,402.35","8,530.10","8,381.20","8,402.35"
8/13/2015,"8,384.45","8,429.50","8,339.75","8,384.45"
8/12/2015,"8,445.70","8,446.95","8,337.95","8,445.70"
8/11/2015,"8,548.45","8,556.25","8,441.30","8,548.45"
8/10/2015,"8,577.00","8,621.55","8,497.80","8,577.00"
8/7/2015,"8,580.80","8,595.95","8,552.70","8,580.80"
8/6/2015,"8,585.80","8,606.30","8,551.50","8,585.80"
8/5/2015,"8,547.45","8,591.85","8,545.85","8,547.45"
8/4/2015,"8,564.10","8,565.15","8,448.25","8,564.10"
8/3/2015,"8,510.65","8,563.95","8,508.10","8,510.65"
7/31/2015,"8,456.10","8,548.95","8,448.00","8,456.10"
7/30/2015,"8,417.00","8,458.90","8,408.30","8,417.00"
7/29/2015,"8,365.60","8,381.50","8,338.45","8,365.60"
7/28/2015,"8,371.10","8,397.40","8,321.75","8,371.10"
7/27/2015,"8,492.10","8,492.20","8,351.55","8,492.10"
7/24/2015,"8,588.15","8,589.15","8,513.50","8,588.15"
7/23/2015,"8,643.95","8,654.75","8,573.80","8,643.95"
7/22/2015,"8,512.25","8,643.90","8,498.65","8,512.25"
7/21/2015,"8,601.50","8,646.75","8,517.90","8,601.50"
7/20/2015,"8,623.90","8,624.10","8,559.00","8,623.90"
7/17/2015,"8,623.65","8,642.95","8,593.15","8,623.65"
7/16/2015,"8,546.15","8,616.10","8,542.90","8,546.15"
7/15/2015,"8,463.40","8,531.40","8,462.95","8,463.40"
7/14/2015,"8,470.60","8,480.25","8,424.10","8,470.60"
7/13/2015,"8,397.25","8,471.65","8,355.40","8,397.25"
7/10/2015,"8,365.70","8,377.10","8,315.40","8,365.70"
7/9/2015,"8,364.85","8,400.30","8,323.00","8,364.85"
7/8/2015,"8,439.20","8,457.50","8,341.40","8,439.20"
7/7/2015,"8,525.50","8,561.35","8,483.85","8,525.50"
7/6/2015,"8,386.15","8,533.15","8,386.15","8,386.15"
7/3/2015,"8,440.10","8,497.75","8,424.15","8,440.10"
7/2/2015,"8,471.95","8,479.25","8,433.20","8,471.95"
7/1/2015,"8,376.25","8,481.60","8,370.15","8,376.25"
6/30/2015,"8,316.35","8,378.00","8,298.95","8,316.35"
6/29/2015,"8,247.05","8,329.45","8,195.65","8,247.05"
6/26/2015,"8,393.95","8,408.55","8,339.70","8,393.95"
6/25/2015,"8,336.25","8,423.15","8,329.50","8,336.25"
6/24/2015,"8,399.40","8,421.35","8,338.90","8,399.40"
6/23/2015,"8,377.45","8,398.45","8,334.95","8,377.45"
6/22/2015,"8,259.30","8,369.45","8,257.40","8,259.30"
6/19/2015,"8,201.15","8,250.80","8,195.65","8,201.15"
6/18/2015,"8,113.70","8,186.90","8,101.80","8,113.70"
6/17/2015,"8,084.20","8,136.85","8,048.95","8,084.20"
6/16/2015,"8,004.20","8,061.85","7,952.35","8,004.20"
6/15/2015,"7,986.60","8,057.70","7,944.85","7,986.60"
6/12/2015,"7,959.85","7,995.60","7,940.30","7,959.85"
6/11/2015,"8,157.30","8,163.05","7,958.25","8,157.30"
6/10/2015,"8,024.15","8,152.25","8,023.80","8,024.15"
6/9/2015,"8,026.50","8,057.15","8,005.15","8,026.50"
6/8/2015,"8,124.35","8,131.00","8,030.55","8,124.35"
6/5/2015,"8,119.15","8,191.00","8,100.15","8,119.15"
6/4/2015,"8,155.15","8,160.05","8,056.75","8,155.15"
6/3/2015,"8,232.45","8,236.70","8,094.15","8,232.45"
6/2/2015,"8,442.80","8,445.35","8,226.05","8,442.80"
6/1/2015,"8,417.25","8,467.15","8,405.40","8,417.25"
5/29/2015,"8,327.10","8,443.90","8,305.70","8,327.10"
5/28/2015,"8,345.70","8,364.50","8,270.15","8,345.70"
5/27/2015,"8,302.75","8,342.85","8,277.95","8,302.75"
5/26/2015,"8,377.10","8,378.90","8,320.05","8,377.10"
5/25/2015,"8,438.15","8,441.95","8,364.15","8,438.15"
5/22/2015,"8,432.50","8,489.55","8,420.60","8,432.50"
5/21/2015,"8,434.50","8,446.35","8,382.50","8,434.50"
5/20/2015,"8,392.65","8,440.35","8,391.45","8,392.65"
5/19/2015,"8,356.20","8,427.80","8,335.00","8,356.20"
5/18/2015,"8,284.95","8,384.60","8,271.95","8,284.95"
5/15/2015,"8,240.30","8,279.20","8,212.20","8,240.30"
5/14/2015,"8,232.45","8,236.25","8,137.30","8,232.45"
5/13/2015,"8,181.55","8,254.95","8,089.80","8,181.55"
5/12/2015,"8,326.15","8,326.65","8,115.30","8,326.15"
5/11/2015,"8,243.20","8,332.75","8,224.65","8,243.20"
5/8/2015,"8,131.50","8,224.95","8,123.45","8,131.50"
5/7/2015,"8,077.00","8,122.60","7,997.15","8,077.00"
5/6/2015,"8,316.60","8,331.95","8,083.00","8,316.60"
5/5/2015,"8,338.40","8,355.65","8,280.60","8,338.40"
5/4/2015,"8,230.05","8,346.00","8,220.45","8,230.05"
4/30/2015,"8,224.50","8,229.40","8,144.75","8,224.50"
4/29/2015,"8,274.80","8,308.20","8,219.20","8,274.80"
4/28/2015,"8,215.55","8,308.00","8,185.15","8,215.55"
4/27/2015,"8,330.55","8,334.45","8,202.35","8,330.55"
4/24/2015,"8,405.70","8,413.30","8,273.35","8,405.70"
4/23/2015,"8,478.20","8,504.95","8,361.85","8,478.20"
4/22/2015,"8,400.40","8,449.95","8,284.70","8,400.40"
4/21/2015,"8,416.10","8,469.35","8,352.70","8,416.10"
4/20/2015,"8,618.80","8,619.95","8,422.75","8,618.80"
4/17/2015,"8,698.05","8,699.85","8,596.70","8,698.05"
4/16/2015,"8,757.05","8,760.00","8,645.65","8,757.05"
4/15/2015,"8,844.75","8,844.80","8,722.40","8,844.75"
4/13/2015,"8,801.75","8,841.65","8,762.10","8,801.75"
4/10/2015,"8,774.35","8,787.40","8,733.60","8,774.35"
4/9/2015,"8,756.20","8,785.50","8,682.45","8,756.20"
4/8/2015,"8,698.95","8,730.50","8,679.80","8,698.95"
4/7/2015,"8,684.45","8,693.60","8,586.85","8,684.45"
4/6/2015,"8,615.80","8,667.55","8,573.75","8,615.80"
4/1/2015,"8,483.70","8,603.40","8,464.75","8,483.70"
3/31/2015,"8,527.60","8,550.45","8,454.15","8,527.60"
3/30/2015,"8,390.95","8,504.55","8,380.75","8,390.95"
3/27/2015,"8,396.00","8,413.20","8,269.15","8,396.00"
3/26/2015,"8,474.95","8,499.45","8,325.35","8,474.95"
3/25/2015,"8,568.90","8,573.75","8,516.55","8,568.90"
3/24/2015,"8,537.05","8,627.75","8,535.85","8,537.05"
3/23/2015,"8,591.55","8,608.35","8,540.55","8,591.55"
3/20/2015,"8,627.90","8,627.90","8,553.00","8,627.90"
3/19/2015,"8,749.45","8,788.20","8,614.65","8,749.45"
3/18/2015,"8,742.90","8,747.25","8,664.00","8,742.90"
3/17/2015,"8,689.10","8,742.55","8,630.80","8,689.10"
3/16/2015,"8,656.75","8,663.55","8,612.00","8,656.75"
3/13/2015,"8,844.05","8,849.75","8,631.75","8,844.05"
3/12/2015,"8,740.65","8,787.20","8,732.90","8,740.65"
3/11/2015,"8,728.75","8,755.60","8,682.35","8,728.75"
3/10/2015,"8,769.75","8,778.00","8,677.35","8,769.75"
3/9/2015,"8,891.15","8,891.30","8,740.45","8,891.15"
3/5/2015,"8,929.40","8,957.55","8,849.35","8,929.40"
3/4/2015,"9,109.15","9,119.20","8,893.95","9,109.15"
3/3/2015,"8,962.85","9,008.40","8,925.55","8,962.85"
3/2/2015,"8,953.85","8,972.35","8,885.45","8,953.85"
2/27/2015,"8,729.50","8,856.95","8,717.45","8,729.50"
2/26/2015,"8,779.00","8,786.05","8,669.45","8,779.00"
2/25/2015,"8,801.90","8,840.65","8,751.40","8,801.90"
2/24/2015,"8,772.90","8,800.50","8,726.75","8,772.90"
2/23/2015,"8,856.85","8,869.00","8,736.10","8,856.85"
2/20/2015,"8,895.50","8,899.95","8,816.30","8,895.50"
2/19/2015,"8,883.05","8,913.45","8,794.45","8,883.05"
2/18/2015,"8,811.55","8,894.30","8,808.90","8,811.55"
2/16/2015,"8,831.40","8,870.10","8,793.40","8,831.40"
2/13/2015,"8,741.50","8,822.10","8,729.65","8,741.50"
2/12/2015,"8,676.95","8,732.55","8,599.25","8,676.95"
2/11/2015,"8,603.30","8,651.95","8,593.65","8,603.30"
2/10/2015,"8,478.10","8,646.25","8,470.50","8,478.10"
2/9/2015,"8,584.40","8,605.55","8,516.35","8,584.40"
2/6/2015,"8,696.85","8,726.20","8,645.55","8,696.85"
2/5/2015,"8,733.10","8,838.45","8,683.65","8,733.10"
2/4/2015,"8,789.15","8,792.85","8,704.40","8,789.15"
2/3/2015,"8,823.15","8,837.30","8,726.65","8,823.15"
2/2/2015,"8,802.50","8,840.80","8,751.10","8,802.50"
1/30/2015,"8,996.60","8,996.60","8,775.10","8,996.60"
1/29/2015,"8,901.50","8,966.65","8,861.25","8,901.50"
1/28/2015,"8,902.75","8,985.05","8,874.05","8,902.75"
1/27/2015,"8,871.35","8,925.05","8,825.45","8,871.35"
1/23/2015,"8,827.95","8,866.40","8,795.40","8,827.95"
1/22/2015,"8,745.85","8,774.15","8,727.00","8,745.85"
1/21/2015,"8,719.65","8,741.85","8,689.60","8,719.65"
1/20/2015,"8,575.10","8,707.90","8,574.50","8,575.10"
1/19/2015,"8,550.05","8,570.95","8,531.50","8,550.05"
1/16/2015,"8,504.05","8,530.75","8,452.25","8,504.05"
1/15/2015,"8,424.50","8,527.10","8,380.55","8,424.50"
1/14/2015,"8,307.25","8,326.45","8,236.65","8,307.25"
1/13/2015,"8,346.15","8,356.65","8,267.90","8,346.15"
1/12/2015,"8,291.35","8,332.60","8,245.60","8,291.35"
1/9/2015,"8,285.45","8,303.30","8,190.80","8,285.45"
1/8/2015,"8,191.40","8,243.50","8,167.30","8,191.40"
1/7/2015,"8,118.65","8,151.20","8,065.45","8,118.65"
1/6/2015,"8,325.30","8,327.85","8,111.35","8,325.30"
1/5/2015,"8,407.95","8,445.60","8,363.90","8,407.95"
1/2/2015,"8,288.70","8,410.60","8,288.70","8,288.70"
1/1/2015,"8,272.80","8,294.70","8,248.75","8,272.80"
12/31/2014,"8,243.90","8,291.00","8,243.75","8,243.90"
12/30/2014,"8,260.30","8,268.25","8,220.55","8,260.30"
12/29/2014,"8,214.70","8,279.15","8,214.70","8,214.70"
12/26/2014,"8,204.80","8,234.55","8,147.95","8,204.80"
12/24/2014,"8,272.05","8,286.40","8,155.25","8,272.05"
12/23/2014,"8,324.60","8,364.75","8,252.85","8,324.60"
12/22/2014,"8,255.00","8,330.95","8,228.20","8,255.00"
12/19/2014,"8,230.45","8,263.45","8,208.60","8,230.45"
12/18/2014,"8,138.90","8,174.30","8,084.90","8,138.90"
12/17/2014,"8,041.20","8,082.00","7,961.35","8,041.20"
12/16/2014,"8,172.60","8,189.35","8,052.60","8,172.60"
12/15/2014,"8,160.75","8,242.40","8,152.50","8,160.75"
12/12/2014,"8,302.00","8,321.90","8,216.30","8,302.00"
12/11/2014,"8,338.85","8,348.30","8,272.40","8,338.85"
12/10/2014,"8,318.05","8,376.80","8,317.00","8,318.05"
12/9/2014,"8,439.30","8,444.50","8,330.50","8,439.30"
12/8/2014,"8,538.65","8,546.35","8,432.25","8,538.65"
12/5/2014,"8,584.25","8,588.35","8,523.90","8,584.25"
12/4/2014,"8,582.40","8,626.95","8,526.40","8,582.40"
12/3/2014,"8,528.70","8,546.95","8,508.35","8,528.70"
12/2/2014,"8,535.45","8,560.20","8,504.65","8,535.45"
12/1/2014,"8,605.10","8,623.00","8,545.15","8,605.10"
11/28/2014,"8,516.80","8,617.00","8,516.25","8,516.80"
11/27/2014,"8,477.80","8,506.75","8,456.35","8,477.80"
11/26/2014,"8,450.30","8,500.30","8,438.65","8,450.30"
11/25/2014,"8,530.80","8,535.35","8,429.45","8,530.80"
11/24/2014,"8,490.95","8,534.65","8,490.80","8,490.95"
11/21/2014,"8,408.20","8,489.80","8,398.60","8,408.20"
11/20/2014,"8,406.50","8,410.85","8,353.15","8,406.50"
11/19/2014,"8,440.65","8,455.65","8,360.50","8,440.65"
11/18/2014,"8,441.25","8,454.50","8,407.25","8,441.25"
11/17/2014,"8,378.40","8,438.10","8,349.10","8,378.40"
11/14/2014,"8,360.70","8,400.65","8,346.80","8,360.70"
